Sl.,Voucher No.,Trans. Date,Value Date,Narration,Dr,Cr
176,JS8630,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768356// RFX411MOT2SE7N4//14000010000/BTK/146401.000                                                                      ,1188.31,0
177,JS8635,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768358// RFX30GHGF5M60EB//14000010000/BTK/107776.000                                                                      ,874.8,0
178,JS8636,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768362// RFX30LD8NPA2AZE//14000010000/BTK/193625.000                                                                      ,1571.63,0
179,JS8638,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768366// RFX417MO46THQD6//14000010000/BTK/277800.000                                                                      ,2254.87,0
180,JS8640,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768371// RFX41F2I1KR7SYB//14000010000/BTK/201115.000                                                                      ,1632.42,0
181,JS8641,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768373// RFX41UX9RKROXXD//14000010000/BTK/277523.000                                                                      ,2252.62,0
182,JS8645,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768376// RFX4161ZMG6C6XX//14000010000/BTK/416423.000                                                                      ,3380.05,0
183,JS8648,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768379// RFX41EACGX3J21B//14000010000/BTK/415867.000                                                                      ,3375.54,0
184,JS8651,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768381// RFX41RUCSX2HTFH//14000010000/BTK/277523.000                                                                      ,2252.62,0
185,JS8652,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768382// RFX412OT08VKT24//14000010000/BTK/24725.000                                                                       ,200.68,0
186,JS8659,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768385// RFX41GGIU5WP10I//14000010000/BTK/415034.000                                                                      ,3368.78,0
187,JS8666,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768387// RFX66U8NTXFMW45//14000010000/BTK/110800.000                                                                      ,899.35,0
188,JS8669,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768390// RFX413ASOSTG46P//14000010000/BTK/277523.000                                                                      ,2252.62,0
189,JS8673,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768394// RFX41QLMYQSXYK6//14000010000/BTK/374753.000                                                                      ,3041.82,0
190,JS8678,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768398// RFX41B8G4PJNZD0//14000010000/BTK/221963.000                                                                      ,1801.64,0
191,JS8703,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768401// RFX412A58C7WE7M//14000010000/BTK/277523.000                                                                      ,2252.62,0
192,JS8706,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768404// RFX66H0Z26L4YW8//14000010000/BTK/58065.000                                                                       ,471.3,0
193,JS8708,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768406// RFX41NED0C1K5QI//14000010000/BTK/416423.000                                                                      ,3380.05,0
194,JS8711,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768409// RFX41ZE87SPBZXN//14000010000/BTK/414756.000                                                                      ,3366.52,0
195,JS8715,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768415// RFX419GHHCU234R//14000010000/BTK/180293.000                                                                      ,1463.41,0
196,JS8719,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768420// RFX41GQHLIA0557//14000010000/BTK/150012.000                                                                      ,1217.62,0
197,JS8720,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768421// RFX41K9T795ELS7//14000010000/BTK/50210.000                                                                       ,407.54,0
198,JS8721,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768424// RFX6666BANNWXW4//14000010000/BTK/180022.000                                                                      ,1461.21,0
199,JS8725,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768426// RFX41GJ25YYSDDQ//14000010000/BTK/50004.000                                                                       ,405.87,0
200,JS8726,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768428// RFX410E73M2O4Q5//14000010000/BTK/277523.000                                                                      ,2252.62,0
201,JS8731,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768432// RFX30YW5AXU7FJ0//14000010000/BTK/23285.000                                                                       ,189,0
202,JS8736,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768435// RFX41XAM8SHEWED//14000010000/BTK/11112.000                                                                       ,90.19,0
203,JS8737,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768439// RFX418CVBM98K9X//14000010000/BTK/277523.000                                                                      ,2252.62,0
204,JS8742,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768443// RFX41XSQ0ASS64V//14000010000/BTK/55283.000                                                                       ,448.72,0
205,JS8744,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768446// RFX66W69QAGRNT1//14000010000/BTK/50019.000                                                                       ,405.99,0
206,JS8748,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768448// RFX66ZR44F240JZ//14000010000/BTK/52630.000                                                                       ,427.19,0
207,JS8753,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768452// RFX667N6GNDLBKR//14000010000/BTK/60026.000                                                                       ,487.22,0
208,JS8759,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768460// RFX30ERVE994KEN//14000010000/BTK/55163.000                                                                       ,447.75,0
209,JS8763,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768463// RFX304IBEJ826YE//14000010000/BTK/70409.000                                                                       ,571.5,0
210,JS8828,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768469// RFX30WDHXDF5H0F//14000010000/BTK/69023.000                                                                       ,560.25,0
211,JS8830,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768471// RFX30NS3JPGLL5X//14000010000/BTK/45018.000                                                                       ,365.4,0
212,JS8832,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768474// RFX41DFNFU8XATH//14000010000/BTK/277523.000                                                                      ,2252.62,0
213,JS8835,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768476// RFX309BE2R4YR1T//14000010000/BTK/55440.000                                                                       ,450,0
214,JS8837,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768478// RFX4187IWCP4WJB//14000010000/BTK/30280.000                                                                       ,245.77,0
215,JS8841,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768482// RFX30K9F6E5KPCI//14000010000/BTK/51005.000                                                                       ,414,0
216,JS8844,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768484// RFX304JRAAXW0P6//14000010000/BTK/102509.000                                                                      ,832.05,0
217,JS8845,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768487// RFX30OK5LFLF8ML//14000010000/BTK/47124.000                                                                       ,382.5,0
218,JS8847,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768489// RFX30P0W6VW4L2A//14000010000/BTK/60984.000                                                                       ,495,0
219,JS8848,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768490// RFX3068XJQXKMIP//14000010000/BTK/58212.000                                                                       ,472.5,0
220,JS8852,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768493// RFX41V2MKHYS79F//14000010000/BTK/55560.000                                                                       ,450.97,0
221,JS8853,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768494// RFX30BR9K6KL2K4//14000010000/BTK/110548.000                                                                      ,897.3,0
222,JS8854,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768496// RFX30Y0FI2EDOLE//14000010000/BTK/55163.000                                                                       ,447.75,0
223,JS8858,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768498// RFX41E19FWI68SH//14000010000/BTK/252248.000                                                                      ,2047.46,0
224,JS8859,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768501// RFX30PCE6N8PT4O//14000010000/BTK/70132.000                                                                       ,569.25,0
225,JS8860,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768504// RFX30TKNP1VAOAW//14000010000/BTK/60984.000                                                                       ,495,0
226,JS8861,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768507// RFX30ED6KKOK654//14000010000/BTK/71795.000                                                                       ,582.75,0
227,JS8863,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768510// RFX30Y7NUBEKBWM//14000010000/BTK/35759.000                                                                       ,290.25,0
228,JS8868,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768512// RFX307L8S2VVG97//14000010000/BTK/51005.000                                                                       ,414,0
229,JS8869,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768514// RFX30SS60L45NVL//14000010000/BTK/60014.000                                                                       ,487.12,0
230,JS8872,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768518// RFX30K75IJ0R3PQ//14000010000/BTK/22176.000                                                                       ,180,0
231,JS8876,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768521// RFX41V270JHJ1CG//14000010000/BTK/45837.000                                                                       ,372.05,0
232,JS8879,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768524// RFX30D9MDDHWMT7//14000010000/BTK/69300.000                                                                       ,562.5,0
233,JS8935,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768527// RFX66SN5H608IS0//14000010000/BTK/49860.000                                                                       ,404.7,0
234,JS8938,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768528// RFX41HGOC0SXGEU//14000010000/BTK/414311.000                                                                      ,3362.91,0
235,JS8942,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768531// RFX41XNBV3QUOSR//14000010000/BTK/40004.000                                                                       ,324.7,0
236,JS8946,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768535// RFX66RULTB5LZLP//14000010000/BTK/50019.000                                                                       ,405.99,0
237,JS8949,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768540// RFX30VUW1862BVN//14000010000/BTK/149688.000                                                                      ,1215,0
238,JS8951,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768543// RFX308PM2ZNXH8R//14000010000/BTK/55163.000                                                                       ,447.75,0
239,JS8952,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768547// RFX418WFE640SLC//14000010000/BTK/36114.000                                                                       ,293.13,0
240,JS8953,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768548// RFX41BAELZLWUX9//14000010000/BTK/77672.000                                                                       ,630.45,0
241,JS8954,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768549// RFX41VV3RPBMHJK//14000010000/BTK/38559.000                                                                       ,312.97,0
242,JS8957,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768553// RFX41L5M6IB4XCZ//14000010000/BTK/41393.000                                                                       ,335.98,0
243,JS8959,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768558// RFX66NK5EEBA9MR//14000010000/BTK/275947.000                                                                      ,2239.82,0
244,JS8961,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768561// RFX3027S76WFHQL//14000010000/BTK/194040.000                                                                      ,1575,0
245,JS8965,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768563// RFX30ZKSUQ5ZU53//14000010000/BTK/27443.000                                                                       ,222.75,0
246,JS9188,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768742// RFX41HXKM1YVPDH//14000010000/BTK/27780.000                                                                       ,225.48,0
247,JS9275,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768790// RFX30L9IDY9206T//14000010000/BTK/27443.000                                                                       ,222.75,0
248,JS9286,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768811// RFX302BMFP91T0L//14000010000/BTK/50007.000                                                                       ,405.9,0
249,JS9290,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768822// RFX30SVKNQ1ZUZ3//14000010000/BTK/50007.000                                                                       ,405.9,0
250,JS9335,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768852// RFX41HW01AOO2QE//14000010000/BTK/68339.000                                                                       ,554.69,0
251,JS9367,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768893// RFX3050SHCOSBXA//14000010000/BTK/90035.000                                                                       ,730.8,0
252,JS9470,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768907// RFX352UD32T5SHA//14000010000/BTK/52316.000                                                                       ,424.64,0
253,JS9479,2-Apr-25,2-Apr-25,CASH RECD-ICTC 216768912// RFX66YXAVS5XSRA//14000010000/BTK/50019.000                                                                       ,405.99,0
